20-August-2012	20:57:50.245	HK	4	Pedal up
20-August-2012	20:57:52.756	HK	3	Pedal down
20-August-2012	20:58:01.556	HK	4	Pedal up
20-August-2012	20:59:53.474	HK	3	Pedal down
20-August-2012	21:02:55.470	HK	3	Pedal down
20-August-2012	21:02:58.717	HK	4	Pedal up
20-August-2012	21:03:00.398	HK	3	Pedal down
20-August-2012	21:04:57.980	HK	3	Pedal down
20-August-2012	21:05:22.940	HK	3	Pedal down
20-August-2012	21:05:24.476	HK	4	Pedal up
20-August-2012	21:06:48.955	HK	3	Pedal down
20-August-2012	21:07:12.698	HK	4	Pedal up
20-August-2012	21:07:13.658	HK	3	Pedal down
20-August-2012	21:07:15.098	HK	4	Pedal up
20-August-2012	21:07:16.714	HK	3	Pedal down
20-August-2012	21:07:20.920	HK	4	Pedal up
20-August-2012	21:07:56.793	HK	3	Pedal down
20-August-2012	21:08:05.177	HK	4	Pedal up
20-August-2012	21:08:14.504	HK	3	Pedal down
20-August-2012	21:08:18.713	HK	4	Pedal up
20-August-2012	21:08:21.945	HK	3	Pedal down
20-August-2012	21:08:26.599	HK	4	Pedal up
20-August-2012	21:08:28.616	HK	3	Pedal down
20-August-2012	21:08:33.577	HK	4	Pedal up
20-August-2012	21:08:35.385	HK	3	Pedal down
20-August-2012	21:08:39.512	HK	4	Pedal up
20-August-2012	21:08:41.176	HK	3	Pedal down
20-August-2012	21:08:51.000	HK	4	Pedal up
20-August-2012	21:08:53.432	HK	3	Pedal down
20-August-2012	21:09:06.759	HK	4	Pedal up
20-August-2012	21:09:10.760	HK	3	Pedal down
20-August-2012	21:09:13.144	HK	4	Pedal up
20-August-2012	21:09:16.552	HK	3	Pedal down
20-August-2012	21:09:20.103	HK	4	Pedal up
20-August-2012	21:09:22.391	HK	3	Pedal down
20-August-2012	21:09:24.759	HK	4	Pedal up
20-August-2012	21:17:29.566	HK	3	Pedal down
20-August-2012	21:17:31.886	HK	4	Pedal up
20-August-2012	21:17:34.655	HK	3	Pedal down
20-August-2012	21:17:38.334	HK	4	Pedal up
20-August-2012	21:17:40.782	HK	3	Pedal down
20-August-2012	21:17:42.654	HK	4	Pedal up
20-August-2012	21:17:44.334	HK	3	Pedal down
20-August-2012	21:17:45.630	HK	4	Pedal up
20-August-2012	21:17:47.646	HK	3	Pedal down
20-August-2012	21:17:48.878	HK	4	Pedal up
20-August-2012	21:17:50.190	HK	3	Pedal down
20-August-2012	21:17:51.293	HK	4	Pedal up
20-August-2012	21:17:56.446	HK	3	Pedal down
20-August-2012	21:18:02.014	HK	4	Pedal up
20-August-2012	21:18:06.861	HK	3	Pedal down
20-August-2012	21:18:19.581	HK	4	Pedal up
20-August-2012	21:42:14.082	HK	3	Pedal down
20-August-2012	21:43:05.217	HK	3	Pedal down
20-August-2012	21:43:09.825	HK	4	Pedal up
20-August-2012	21:43:12.400	HK	3	Pedal down
20-August-2012	21:43:14.066	HK	4	Pedal up
20-August-2012	21:43:15.745	HK	3	Pedal down
20-August-2012	21:43:18.337	HK	4	Pedal up
20-August-2012	21:43:19.969	HK	3	Pedal down
20-August-2012	21:43:21.281	HK	4	Pedal up
20-August-2012	21:44:12.704	HK	3	Pedal down
20-August-2012	21:44:16.640	HK	4	Pedal up
20-August-2012	21:44:17.920	HK	3	Pedal down
20-August-2012	21:44:19.455	HK	4	Pedal up
20-August-2012	21:44:20.687	HK	3	Pedal down
20-August-2012	21:44:21.647	HK	4	Pedal up
20-August-2012	21:44:25.071	HK	3	Pedal down
20-August-2012	21:44:27.902	HK	4	Pedal up
20-August-2012	21:44:29.870	HK	3	Pedal down
20-August-2012	21:44:38.078	HK	4	Pedal up
20-August-2012	21:44:39.822	HK	3	Pedal down
